Result Type,Objective,Platform,Ad,Ad Group,Campaign,Spend,Impressions,Clicks,Video Starts,Reach,Video Full Completion,Engagements,Results,Text,Text ID
Link clicks,Website traffic,Twitter,Ad 3,Higher Ed Influencers,"Here We Go, Mustangs! Editorial - 2022",18.01,2348,36,0.0,0.0,0.0,37,9.0,"At age 85, Marillyn Seeberger '22 has graduated from SMU and is ready start her new career as a screenwriter. “I always wanted to write,"" she said. ""I knew I had stories to tell with a little bit of fact and a little bit of fiction.”",44
Link clicks,Website traffic,Twitter,Ad 3,Higher Ed Influencers,Spears Gift Announcement - Wave 1,188.94,39268,216,0.0,0.0,0.0,216,48.0,"Spears’ investment will encourage business creation, leadership development and economic growth, strengthening areas that are critical to the future of the Dallas business economy.",189
Impressions,Reach,Twitter,Ad 3,Higher Ed Influencers,Spears Gift Announcement - Wave 2,261.3,54456,157,0.0,0.0,0.0,159,54456.0,"Spears’ investment will encourage business creation, leadership development and economic growth, strengthening areas that are critical to the future of the Dallas business economy.",189
Link clicks,Website traffic,Twitter,Ad 3,Higher Ed Influencers | December 2021,Content_Traffic_December_2021,23.57,1338,14,0.0,0.0,0.0,14,2.0,"“Our team at SMU is on the forefront of extending computational vibrational spectroscopy into periodic systems and solids, a field with a lot of potential, but still in its infancy.”-Elfi Kraka, chair of the Department of Chemistry at SMU.",276
Link clicks,Website traffic,Twitter,Ad 3,Higher Ed Influencers_Wave 2,Higher Ed Blitz_Wave 2,7.96,1942,14,0.0,0.0,0.0,15,4.0,"Coding a solution to resolve intestate succession. Madison Arcemont, a recent grad of SMU Dedman School of Law, developed a smart contract using blockchain technology to streamline the legal process.",54
Link clicks,Website traffic,Twitter,Ad 3 February 2022,Higher Ed Influencers | February 2022,Content_Traffic_February_2022,103.55000000000001,5283,43,0.0,0.0,0.0,43,13.0,"“I am pleased to be joining [the fellows] with my colleague, Professor Zhong Lu, whose work typifies the world-changing, interdisciplinary research our SMU faculty strive to provide.” – Dr. Elizabeth Loboa",264
Link clicks,Website traffic,Twitter,Ad 4,Dallas Geographic Area,CollegePlus Editorial - 2022,432.59,56074,421,0.0,0.0,0.0,428,113.0,"Seun Suberu ’23 has earned more than $85,000 in funding through multiple SMU competitions to fund his business start-up - a phone app called CollegePlus.",181
Link clicks,Website traffic,Twitter,Ad 4,Dallas Geographic Area,"Here We Go, Mustangs! Editorial - 2022",0.78,34,1,0.0,0.0,0.0,1,1.0,"“Creating positive, lasting change that actually impacts the lives of people who have been adversely affected by inequality and injustice is my passion.” - Austin Hickle '22 Find out how SMU helped Austin get to where he is today.",263
Link clicks,Website traffic,Twitter,Ad 4,Dallas Geographic Area | January 2022,Content_Traffic_January_2022,222.89000000000001,9764,233,8612.0,0.0,47.0,322,96.0,"Igniting the future of football on The Hilltop. A $50 million commitment from Garry A. Weber ’58, is the largest gift in the history of SMU Athletics to create a 192,500-square-foot Garry Weber End Zone Complex at Gerald J. Ford Stadium.",98
Link clicks,Website traffic,Twitter,Ad 4,Dallas geographic area,Cox Groundbreaking | May 2022,250.05,25935,247,0.0,0.0,0.0,248,90.0,The soon-to-be expanded and renovated Cox School of Business facilities will lay the foundation for a new era in business education in North Texas. Students will graduate ready to contribute to businesses of all sizes – in Dallas and beyond.,209
Link clicks,Website traffic,Twitter,Ad 4,Dallas geographic area,Spears Gift Announcement - Wave 1,129.56,21471,131,0.0,0.0,0.0,132,36.0,"Spears’ investment will encourage business creation, leadership development and economic growth, strengthening areas that are critical to the future of the Dallas business economy.",189
Impressions,Reach,Twitter,Ad 4,Dallas geographic area,Spears Gift Announcement - Wave 2,89.39,8949,25,0.0,0.0,0.0,26,8949.0,"Spears’ investment will encourage business creation, leadership development and economic growth, strengthening areas that are critical to the future of the Dallas business economy.",189
Link clicks,Website traffic,Twitter,Ad 4,Higher Ed Influencers,CollegePlus Editorial - 2022,497.48999999999995,97668,762,0.0,0.0,0.0,767,192.0,"Seun Suberu ’23 has earned more than $85,000 in funding through multiple SMU competitions to fund his business start-up - a phone app called CollegePlus.",181
Link clicks,Website traffic,Twitter,Ad 4,Higher Ed Influencers,Cox Groundbreaking | May 2022,760.99,81903,790,0.0,0.0,0.0,794,280.0,The soon-to-be expanded and renovated Cox School of Business facilities will lay the foundation for a new era in business education in North Texas. Students will graduate ready to contribute to businesses of all sizes – in Dallas and beyond.,209
Link clicks,Website traffic,Twitter,Ad 4,Higher Ed Influencers,Spears Gift Announcement - Wave 1,300.87,47058,289,0.0,0.0,0.0,289,81.0,"Spears’ investment will encourage business creation, leadership development and economic growth, strengthening areas that are critical to the future of the Dallas business economy.",189
Impressions,Reach,Twitter,Ad 4,Higher Ed Influencers,Spears Gift Announcement - Wave 2,238.68,49227,143,0.0,0.0,0.0,143,49227.0,"Spears’ investment will encourage business creation, leadership development and economic growth, strengthening areas that are critical to the future of the Dallas business economy.",189
Link clicks,Website traffic,Twitter,Ad 4,Higher Ed Influencers | December 2021,Content_Traffic_December_2021,1430.68,108424,1871,0.0,0.0,0.0,1913,1114.0,"Coelacanths are giant, bottom-dwelling fish whose ancient lineage stretches back more than 360 million years.",55
Link clicks,Website traffic,Twitter,Ad 4,Higher Ed Influencers_Wave 2,Higher Ed Blitz_Wave 2,4.17,278,4,0.0,0.0,0.0,4,2.0,"Moody Hall is the next step for us to transform graduate education on The Hilltop. Moody Hall will house SMU’s eighth degree-granting school, the Moody School of Graduate and Advanced Studies.",127
Link clicks,Website traffic,Twitter,Ad 4 February 2022 - 1,Higher Ed Influencers | February 2022,Content_Traffic_February_2022,92.67,10932,92,0.0,0.0,0.0,93,24.0,This partnership between SMU and DISD creates a long-term investment in the DFW community.,216
Link clicks,Website traffic,Twitter,Ad 5,Dallas Geographic Area,"Here We Go, Mustangs! Editorial - 2022",34.36,415,8,0.0,0.0,0.0,9,5.0,"“My advice for any high school students considering SMU is to not count yourself out before you even apply. There is a strong community here waiting to shower you with support, care and love."" - Abena Marfo '22",275
Link clicks,Website traffic,Twitter,Ad 5,Dallas Geographic Area | December 2021,Content_Traffic_December_2021,233.72,13513,180,0.0,0.0,0.0,181,64.0,"""We've taken another step in entering a new era of bold research. Supported by a $100 million gift from the Moody Foundation, SMU breaks ground on the new Frances Anne Moody Hall, which will house the Moody School of Graduate and Advanced Studies.""",7
Link clicks,Website traffic,Twitter,Ad 5,Dallas Geographic Area | January 2022,Content_Traffic_January_2022,9.51,497,21,0.0,0.0,0.0,77,5.0,"The Garry Weber End Zone Complex will anchor Ford Stadium’s south bowl and increase the functionality, efficiency and overall experience of Mustang football for student-athletes and fans.",201
Link clicks,Website traffic,Twitter,Ad 5,Dallas geographic area,Cox Groundbreaking | May 2022,75.58,16301,87,0.0,0.0,0.0,88,22.0,"Visit our virtual experience to explore the dynamic new classrooms, collaborative spaces and other featured areas in the Cox School of Business renovation and expansion project.",232
Link clicks,Website traffic,Twitter,Ad 5,Dallas geographic area,Spears Gift Announcement - Wave 1,162.09,26350,194,0.0,0.0,0.0,194,47.0,"“The William S. Spears Institute for Entrepreneurial Leadership promises to further the impact SMU makes on Dallas’ future, strengthening our growth as a dynamic hub for entrepreneurial activity.”",279
Impressions,Reach,Twitter,Ad 5,Dallas geographic area,Spears Gift Announcement - Wave 2,91.92,9101,31,0.0,0.0,0.0,31,9101.0,"“The William S. Spears Institute for Entrepreneurial Leadership promises to further the impact SMU makes on Dallas’ future, strengthening our growth as a dynamic hub for entrepreneurial activity.”",279
Link clicks,Website traffic,Twitter,Ad 5,Higher Ed Influencers,Cox Groundbreaking | May 2022,111.27,27589,144,0.0,0.0,0.0,144,37.0,"Visit our virtual experience to explore the dynamic new classrooms, collaborative spaces and other featured areas in the Cox School of Business renovation and expansion project.",232
Link clicks,Website traffic,Twitter,Ad 5,Higher Ed Influencers | December 2021,Content_Traffic_December_2021,5.24,1420,7,0.0,0.0,0.0,7,1.0,"""We've taken another step in entering a new era of bold research. Supported by a $100 million gift from the Moody Foundation, SMU breaks ground on the new Frances Anne Moody Hall, which will house the Moody School of Graduate and Advanced Studies.""",7
Link clicks,Website traffic,Twitter,Ad 5,Higher Ed Influencers_Wave 2,Higher Ed Blitz_Wave 2,6.28,184,3,0.0,0.0,0.0,3,2.0,"SMU is collaborating with NVIDIA investing $11.5 million to dramatically boost the University’s high-performance computing system. It’s a game-changer for artificial intelligence research, with real benefits for North Texas’ growth as a technology hub.",168
Link clicks,Website traffic,Twitter,Ad 5 February 2022,Higher Ed Influencers | February 2022,Content_Traffic_February_2022,63.010000000000005,8418,73,0.0,0.0,0.0,73,18.0,"Using a crowdsourced video game, players help the team create new data sets out of captured retinal images, helping to lead to potential breakthroughs in detection and treatment.",228
Link clicks,Website traffic,Twitter,Ad 6,Dallas Geographic Area,"Here We Go, Mustangs! Editorial - 2022",63.11,2309,18,0.0,0.0,0.0,18,6.0,"""The mentorship and support I’ve received from SMU are unparalleled."" - Isabelle Galko '22 Find out how SMU can help you achieve your scholastic goals like Isabelle.",4
Link clicks,Website traffic,Twitter,Ad 6,Dallas Geographic Area,Kelvin Beachum Gallery Editorial | May 2022,908.76,76547,930,0.0,0.0,0.0,946,373.0,"While SMU alumnus Kelvin Beachum ’10, ’12 honed his football talent and academic acumen on the Hilltop, he never imagined a future filled with art.",247
Link clicks,Website traffic,Twitter,Ad 6,Higher Ed Influencers,Higher Ed Blitz_Wave 1,378.0,43365,740,0.0,0.0,0.0,744,557.0,Their research was personal: both SMU researchers lost grandparents to the disease.,211
Link clicks,Website traffic,Twitter,Ad 6,Higher Ed Influencers,Kelvin Beachum Gallery Editorial | May 2022,500.0,63045,696,0.0,0.0,0.0,701,307.0,"While SMU alumnus Kelvin Beachum ’10, ’12 honed his football talent and academic acumen on the Hilltop, he never imagined a future filled with art.",247
Link clicks,Website traffic,Twitter,Ad 7,Dallas Geographic Area,"Here We Go, Mustangs! Editorial - 2022",20.85,162,6,0.0,0.0,0.0,6,4.0,"“The research funding and mentorship at SMU are incredible. Opportunities like these are common across campus, but they aren't something I hear my peers at other schools experiencing.” - Nia Kamau '22",281
Link clicks,Website traffic,Twitter,Ad 7,Higher Ed Influencers,Access SMU Wave 1 ,91.07000000000001,22008,142,0.0,0.0,0.0,144,37.0,This program will break financial barriers to college entry and graduation – first for academically talented Texas students.,217
Link clicks,Website traffic,Twitter,Ad 7,Higher Ed Influencers,Higher Ed Blitz_Wave 1,1.21,46,6,0.0,0.0,0.0,6,3.0,Three elite runners were invited to SMU to run on the world’s fastest treadmill to examine the differences between running fast and running far (but still pretty fast).,219
Link clicks,Website traffic,Twitter,Ad 7,Higher Ed Influencers_Wave 2,Higher Ed Blitz_Wave 2,4.99,1019,9,0.0,0.0,0.0,10,3.0,"Capturing images through fog, face identification around corners, and imaging through barriers like the human skull are just some of the potential applications for the technology.",52
Link clicks,Website traffic,Twitter,Ad 7 February 2022,Higher Ed Influencers | February 2022,Content_Traffic_February_2022,116.49000000000001,8020,69,0.0,0.0,0.0,69,23.0,"“Most of what you love about city life, you can have to a greater degree than you ever imagined in the Dallas area,” says Cullum Clark, economist at SMU.",274
Link clicks,Website traffic,Twitter,Ad 8,Higher Ed Influencers,Access SMU Wave 1 ,908.9300000000001,158274,1277,0.0,0.0,0.0,1281,339.0,SMU is committed to opening financial pathways for student success on the Hilltop.,169
Link clicks,Website traffic,Twitter,Ad 8,Higher Ed Influencers,Higher Ed Blitz_Wave 1,0.67,8,1,0.0,0.0,0.0,1,1.0,"With this grant, Professor Üster will answer this question—how can data be used to create models for evacuation planning and disaster preparedness?",250
Link clicks,Website traffic,Twitter,Ad 8 February 2022 | Carousel,Higher Ed Influencers | February 2022,Content_Traffic_February_2022,396.07,57477,645,0.0,0.0,0.0,2470,251.0,"""Inequities in infrastructure deserts are exacerbated by shocks, like a pandemic or severe weather.""",3
Link clicks,Website traffic,Twitter,Ad 9,Higher Ed Influencers,Higher Ed Blitz_Wave 1,0.71,31,1,0.0,0.0,0.0,1,1.0,How can we attack infected cancer cells without collateral damage to normal cells? A team of researchers from SMU has found an answer by tapping into the fundamental basis of new anti-cancer treatments.,91
Link clicks,Website traffic,Twitter,Alzheimer's Treatment,Alzheimers Drug Research,Higher Ed Influencers | July 2021,219.68,24338,482,0.0,0.0,0.0,505,282.0,The finding could lead to new treatments for the disease that affects nearly 6 million Americans.,204
Impressions,Reach,Twitter,Armstrong - DFW,DFW Area - Broad,Armstrong Gift Announcement | Sept 2022 | Awareness | Ignited,75.0,32614,75,0.0,0.0,0.0,75,32614.0,"A $15 million commitment from entrepreneurs Bill Armstrong ’82 and Liz Martin Armstrong ’82 will aid in SMU’s expansion and improvement project, the Garry Weber End Zone Complex, at Gerald J. Ford Stadium.",20
Impressions,Reach,Twitter,Armstrong - Higher Ed,Higher Ed Influencers - Broad,Armstrong Gift Announcement | Sept 2022 | Awareness | Ignited,75.0,39105,256,0.0,0.0,0.0,257,39105.0,"A $15 million commitment from entrepreneurs Bill Armstrong ’82 and Liz Martin Armstrong ’82 will aid in SMU’s expansion and improvement project, the Garry Weber End Zone Complex, at Gerald J. Ford Stadium.",20
Impressions,Reach,Twitter,Armstrong Dedman Gift Announcement,Texas/OK University Cities - Broad,Armstrong Dedman Gift Oct. 2022 | Awareness | Ignited | Broad,120.36,45262,73,35650.0,0.0,187.0,99,45262.0,"Through their recent gift, Elisabeth Martin Armstrong ’82 and William D. Armstrong ’82 are supporting ongoing teaching and research initiatives within the SMU Dedman College of Humanities and Sciences.",221
Impressions,Reach,Twitter,Baby Super Computer,Higher Education Audience (targeted),Supercomputer Editorial Campaign,200.0,47317,104,0.0,0.0,0.0,104,47317.0,"As SMU’s powerful new supercomputer research system launched on campus, students assembled their own “baby supercomputer.”",38
Impressions,Reach,Twitter,Baby Supercomputer,Higher Education Broad,Supercomputer Editorial Campaign,200.0,52082,109,0.0,0.0,0.0,111,52082.0,"SMU’s newest “baby supercomputer” will help students discover ways to make machines, apps, and more even smarter and more accurate.",178
Impressions,Reach,Twitter,Baby Supercomputer,Tech Audience-Broad,Supercomputer Editorial Campaign,199.64,63746,89,0.0,0.0,0.0,90,63746.0,"SMU’s newest “baby supercomputer” will help students discover ways to make machines, apps, and more even smarter and more accurate.",178
Link clicks,Website traffic,Twitter,Black Album 2a,Black Album Ad 2 | Higher Ed Influencers | February 2021 ,Black Album | February Editorial | 2021,250.07,65180,844,2.0,0.0,2.0,2762,306.0,"“As artists, we are the front-runners in this journey called change."" @smumeadows students embraced an opportunity to explore the intersection of arts and activism with the guidance of Regina Taylor '81.",262
Link clicks,Website traffic,Twitter,Black Album 3,Black Album Ad 3 | Higher Ed Influencers | February 2021,Black Album | February Editorial | 2021,3.1100000000000003,1957,28,0.0,0.0,0.0,29,3.0,"“So often in life we only look through our own lens: This is how I feel, or this is what I’m going through. Opening my mind and heart to a wider spectrum of Black experiences, and listening has heightened my compassion for others.”",278
Link clicks,Website traffic,Twitter,Black Album Ad 1,Black Album | Higher Ed Influencers | February 2021,Black Album | February Editorial | 2021,246.8,92449,886,71152.0,0.0,10420.0,1107,244.0,"When art is activism, what is the lingering impact of performances on our art and in our lives?",243
Link clicks,Website traffic,Twitter,Bold Move,WWH Carousel | Whitney Wolfe Herd | April 2021,Whitney Wolfe Herd | April 2021,455.64,73657,1315,0.0,0.0,0.0,6810,577.0,"“It’s not that I’m some rare breed of human,” she says. “Everybody has the ingredients to achieve what I’ve achieved.” -Whitney Wolfe Herd '11",271
